x_original,nm,cm^-1,intensity
827.05,825.51,624.22,19801.00
827.00,825.46,623.61,19931.00
826.95,825.42,622.99,19872.00
826.90,825.38,622.38,19832.00
826.84,825.34,621.76,19833.00
826.79,825.30,621.15,19894.00
826.74,825.25,620.54,19809.00
826.69,825.21,619.92,19779.00
826.63,825.17,619.31,19750.00
826.58,825.13,618.69,19883.00
826.53,825.09,618.08,19678.00
826.48,825.04,617.46,19730.00
826.43,825.00,616.85,19770.00
826.37,824.96,616.23,19771.00
826.32,824.92,615.62,19734.00
826.27,824.88,615.00,19642.00
826.22,824.83,614.39,19567.00
826.17,824.79,613.77,19591.00
826.11,824.75,613.16,19543.00
826.06,824.71,612.54,19451.00
826.01,824.67,611.93,19500.00
825.96,824.62,611.31,19405.00
825.91,824.58,610.70,19310.00
825.85,824.54,610.08,19337.00
825.80,824.50,609.47,19242.00
825.75,824.46,608.85,19142.00
825.70,824.41,608.23,19097.00
825.64,824.37,607.62,18964.00
825.59,824.33,607.00,18987.00
825.54,824.29,606.39,18908.00
825.49,824.25,605.77,18832.00
825.44,824.21,605.15,18719.00
825.38,824.16,604.54,18646.00
825.33,824.12,603.92,18510.00
825.28,824.08,603.31,18351.00
825.23,824.04,602.69,18296.00
825.18,824.00,602.07,18080.00
825.12,823.95,601.46,18031.00
825.07,823.91,600.84,17869.00
825.02,823.87,600.22,17866.00
824.97,823.83,599.61,17626.00
824.92,823.79,598.99,17485.00
824.86,823.74,598.37,17385.00
824.81,823.70,597.76,17194.00
824.76,823.66,597.14,17138.00
824.71,823.62,596.52,16879.00
824.65,823.58,595.91,16710.00
824.60,823.53,595.29,16581.00
824.55,823.49,594.67,16424.00
824.50,823.45,594.06,16244.00
824.45,823.41,593.44,15999.00
824.39,823.37,592.82,15906.00
824.34,823.32,592.20,15641.00
824.29,823.28,591.59,15515.00
824.24,823.24,590.97,15343.00
824.19,823.20,590.35,15180.00
824.13,823.16,589.73,14906.00
824.08,823.11,589.12,14794.00
824.03,823.07,588.50,14669.00
823.98,823.03,587.88,14381.00
823.93,822.99,587.26,14249.00
823.87,822.95,586.65,14104.00
823.82,822.90,586.03,14011.00
823.77,822.86,585.41,13814.00
823.72,822.82,584.79,13609.00
823.67,822.78,584.17,13411.00
823.61,822.74,583.56,13198.00
823.56,822.69,582.94,13052.00
823.51,822.65,582.32,12867.00
823.46,822.61,581.70,12783.00
823.40,822.57,581.08,12529.00
823.35,822.53,580.46,12455.00
823.30,822.49,579.85,12323.00
823.25,822.44,579.23,12249.00
823.20,822.40,578.61,12096.00
823.14,822.36,577.99,11947.00
823.09,822.32,577.37,11774.00
823.04,822.28,576.75,11751.00
822.99,822.23,576.13,11612.00
822.94,822.19,575.51,11468.00
822.88,822.15,574.89,11307.00
822.83,822.11,574.28,11306.00
822.78,822.07,573.66,11165.00
822.73,822.02,573.04,11044.00
822.68,821.98,572.42,10947.00
822.62,821.94,571.80,10831.00
822.57,821.90,571.18,10752.00
822.52,821.86,570.56,10718.00
822.47,821.81,569.94,10478.00
822.41,821.77,569.32,10524.00
822.36,821.73,568.70,10416.00
822.31,821.69,568.08,10341.00
822.26,821.65,567.46,10274.00
822.21,821.60,566.84,10216.00
822.15,821.56,566.22,10190.00
822.10,821.52,565.60,10083.00
822.05,821.48,564.98,9981.00
822.00,821.44,564.36,9945.00
821.95,821.39,563.74,9848.00
821.89,821.35,563.12,9811.00
821.84,821.31,562.50,9723.00
821.79,821.27,561.88,9652.00
821.74,821.23,561.26,9573.00
821.69,821.18,560.64,9551.00
821.63,821.14,560.02,9546.00
821.58,821.10,559.40,9535.00
821.53,821.06,558.78,9485.00
821.48,821.02,558.16,9527.00
821.42,820.98,557.53,9389.00
821.37,820.93,556.91,9359.00
821.32,820.89,556.29,9410.00
821.27,820.85,555.67,9376.00
821.22,820.81,555.05,9379.00
821.16,820.77,554.43,9415.00
821.11,820.72,553.81,9465.00
821.06,820.68,553.19,9391.00
821.01,820.64,552.57,9427.00
820.96,820.60,551.94,9520.00
820.90,820.56,551.32,9565.00
820.85,820.51,550.70,9564.00
820.80,820.47,550.08,9629.00
820.75,820.43,549.46,9702.00
820.70,820.39,548.84,9802.00
820.64,820.35,548.21,9893.00
820.59,820.30,547.59,9968.00
820.54,820.26,546.97,10146.00
820.49,820.22,546.35,10196.00
820.44,820.18,545.73,10373.00
820.38,820.14,545.10,10441.00
820.33,820.09,544.48,10658.00
820.28,820.05,543.86,10691.00
820.23,820.01,543.24,10875.00
820.17,819.97,542.62,10990.00
820.12,819.93,541.99,11173.00
820.07,819.88,541.37,11292.00
820.02,819.84,540.75,11389.00
819.97,819.80,540.12,11524.00
819.91,819.76,539.50,11692.00
819.86,819.72,538.88,11823.00
819.81,819.67,538.26,11921.00
819.76,819.63,537.63,12042.00
819.71,819.59,537.01,12152.00
819.65,819.55,536.39,12170.00
819.60,819.51,535.76,12325.00
819.55,819.47,535.14,12394.00
819.50,819.42,534.52,12512.00
819.45,819.38,533.90,12658.00
819.39,819.34,533.27,12652.00
819.34,819.30,532.65,12767.00
819.29,819.26,532.02,12803.00
819.24,819.21,531.40,12823.00
819.18,819.17,530.78,12929.00
819.13,819.13,530.15,12947.00
819.08,819.09,529.53,13051.00
819.03,819.05,528.91,13102.00
818.98,819.00,528.28,13124.00
818.92,818.96,527.66,13195.00
818.87,818.92,527.03,13194.00
818.82,818.88,526.41,13203.00
818.77,818.84,525.79,13218.00
818.72,818.79,525.16,13311.00
818.66,818.75,524.54,13278.00
818.61,818.71,523.91,13260.00
818.56,818.67,523.29,13329.00
818.51,818.63,522.67,13277.00
818.46,818.58,522.04,13349.00
818.40,818.54,521.42,13354.00
818.35,818.50,520.79,13291.00
818.30,818.46,520.17,13340.00
818.25,818.42,519.54,13347.00
818.19,818.37,518.92,13244.00
818.14,818.33,518.29,13303.00
818.09,818.29,517.67,13305.00
818.04,818.25,517.04,13350.00
817.99,818.21,516.42,13271.00
817.93,818.16,515.79,13245.00
817.88,818.12,515.17,13291.00
817.83,818.08,514.54,13405.00
817.78,818.04,513.92,13262.00
817.73,818.00,513.29,13267.00
817.67,817.95,512.67,13248.00
817.62,817.91,512.04,13358.00
817.57,817.87,511.41,13333.00
817.52,817.83,510.79,13357.00
817.47,817.79,510.16,13316.00
817.41,817.75,509.54,13386.00
817.36,817.70,508.91,13357.00
817.31,817.66,508.29,13289.00
817.26,817.62,507.66,13330.00
817.21,817.58,507.03,13385.00
817.15,817.54,506.41,13344.00
817.10,817.49,505.78,13425.00
817.05,817.45,505.16,13350.00
817.00,817.41,504.53,13361.00
816.94,817.37,503.90,13426.00
816.89,817.33,503.28,13418.00
816.84,817.28,502.65,13489.00
816.79,817.24,502.02,13506.00
816.74,817.20,501.40,13407.00
816.68,817.16,500.77,13490.00
816.63,817.12,500.14,13500.00
816.58,817.07,499.52,13492.00
816.53,817.03,498.89,13567.00
816.48,816.99,498.26,13586.00
816.42,816.95,497.64,13640.00
816.37,816.91,497.01,13564.00
816.32,816.86,496.38,13573.00
816.27,816.82,495.75,13598.00
816.22,816.78,495.13,13584.00
816.16,816.74,494.50,13653.00
816.11,816.70,493.87,13658.00
816.06,816.65,493.25,13575.00
816.01,816.61,492.62,13628.00
815.95,816.57,491.99,13672.00
815.90,816.53,491.36,13588.00
815.85,816.49,490.74,13736.00
815.80,816.44,490.11,13624.00
815.75,816.40,489.48,13630.00
815.69,816.36,488.85,13641.00
815.64,816.32,488.22,13710.00
815.59,816.28,487.60,13647.00
815.54,816.24,486.97,13628.00
815.49,816.19,486.34,13614.00
815.43,816.15,485.71,13677.00
815.38,816.11,485.08,13722.00
815.33,816.07,484.45,13652.00
815.28,816.03,483.83,13574.00
815.23,815.98,483.20,13716.00
815.17,815.94,482.57,13633.00
815.12,815.90,481.94,13669.00
815.07,815.86,481.31,13639.00
815.02,815.82,480.68,13640.00
814.96,815.77,480.05,13630.00
814.91,815.73,479.43,13702.00
814.86,815.69,478.80,13700.00
814.81,815.65,478.17,13652.00
814.76,815.61,477.54,13624.00
814.70,815.56,476.91,13618.00
814.65,815.52,476.28,13624.00
814.60,815.48,475.65,13576.00
814.55,815.44,475.02,13483.00
814.50,815.40,474.39,13581.00
814.44,815.35,473.76,13500.00
814.39,815.31,473.13,13487.00
814.34,815.27,472.50,13518.00
814.29,815.23,471.87,13439.00
814.24,815.19,471.24,13425.00
814.18,815.14,470.61,13333.00
814.13,815.10,469.98,13319.00
814.08,815.06,469.36,13247.00
814.03,815.02,468.73,13197.00
813.97,814.98,468.10,13168.00
813.92,814.93,467.46,13090.00
813.87,814.89,466.83,13007.00
813.82,814.85,466.20,12929.00
813.77,814.81,465.57,12817.00
813.71,814.77,464.94,12740.00
813.66,814.73,464.31,12664.00
813.61,814.68,463.68,12505.00
813.56,814.64,463.05,12332.00
813.51,814.60,462.42,12258.00
813.45,814.56,461.79,12139.00
813.40,814.52,461.16,11896.00
813.35,814.47,460.53,11766.00
813.30,814.43,459.90,11583.00
813.25,814.39,459.27,11417.00
813.19,814.35,458.64,11242.00
813.14,814.31,458.01,11120.00
813.09,814.26,457.37,10933.00
813.04,814.22,456.74,10768.00
812.99,814.18,456.11,10635.00
812.93,814.14,455.48,10452.00
812.88,814.10,454.85,10235.00
812.83,814.05,454.22,10098.00
812.78,814.01,453.59,9859.00
812.72,813.97,452.96,9699.00
812.67,813.93,452.32,9636.00
812.62,813.89,451.69,9473.00
812.57,813.84,451.06,9308.00
812.52,813.80,450.43,9126.00
812.46,813.76,449.80,8964.00
812.41,813.72,449.16,8966.00
812.36,813.68,448.53,8796.00
812.31,813.63,447.90,8752.00
812.26,813.59,447.27,8611.00
812.20,813.55,446.64,8582.00
812.15,813.51,446.00,8473.00
812.10,813.47,445.37,8413.00
812.05,813.42,444.74,8377.00
812.00,813.38,444.11,8348.00
811.94,813.34,443.47,8279.00
811.89,813.30,442.84,8344.00
811.84,813.26,442.21,8221.00
811.79,813.21,441.58,8247.00
811.73,813.17,440.94,8194.00
811.68,813.13,440.31,8232.00
811.63,813.09,439.68,8177.00
811.58,813.05,439.04,8255.00
811.53,813.01,438.41,8227.00
811.47,812.96,437.78,8227.00
811.42,812.92,437.14,8269.00
811.37,812.88,436.51,8277.00
811.32,812.84,435.88,8266.00
811.27,812.80,435.24,8355.00
811.21,812.75,434.61,8344.00
811.16,812.71,433.98,8389.00
811.11,812.67,433.34,8444.00
811.06,812.63,432.71,8522.00
811.01,812.59,432.08,8586.00
810.95,812.54,431.44,8680.00
810.90,812.50,430.81,8787.00
810.85,812.46,430.17,8932.00
810.80,812.42,429.54,9033.00
810.74,812.38,428.91,9176.00
810.69,812.33,428.27,9304.00
810.64,812.29,427.64,9480.00
810.59,812.25,427.00,9622.00
810.54,812.21,426.37,9822.00
810.48,812.17,425.74,9946.00
810.43,812.12,425.10,10204.00
810.38,812.08,424.47,10298.00
810.33,812.04,423.83,10542.00
810.28,812.00,423.20,10624.00
810.22,811.96,422.56,10876.00
810.17,811.91,421.93,11083.00
810.12,811.87,421.29,11284.00
810.07,811.83,420.66,11459.00
810.02,811.79,420.02,11699.00
809.96,811.75,419.39,11820.00
809.91,811.70,418.75,12113.00
809.86,811.66,418.12,12237.00
809.81,811.62,417.48,12414.00
809.76,811.58,416.85,12472.00
809.70,811.54,416.21,12824.00
809.65,811.50,415.58,12921.00
809.60,811.45,414.94,13057.00
809.55,811.41,414.31,13108.00
809.49,811.37,413.67,13313.00
809.44,811.33,413.03,13364.00
809.39,811.29,412.40,13502.00
809.34,811.24,411.76,13630.00
809.29,811.20,411.13,13724.00
809.23,811.16,410.49,13733.00
809.18,811.12,409.85,13938.00
809.13,811.08,409.22,13935.00
809.08,811.03,408.58,14092.00
809.03,810.99,407.95,14157.00
808.97,810.95,407.31,14207.00
808.92,810.91,406.67,14247.00
808.87,810.87,406.04,14315.00
808.82,810.82,405.40,14357.00
808.77,810.78,404.76,14500.00
808.71,810.74,404.13,14499.00
808.66,810.70,403.49,14564.00
808.61,810.66,402.85,14688.00
808.56,810.61,402.22,14648.00
808.50,810.57,401.58,14660.00
808.45,810.53,400.94,14709.00
808.40,810.49,400.31,14743.00
808.35,810.45,399.67,14782.00
808.30,810.40,399.03,14868.00
808.24,810.36,398.39,14819.00
808.19,810.32,397.76,14910.00
808.14,810.28,397.12,14936.00
808.09,810.24,396.48,14888.00
808.04,810.19,395.84,15079.00
807.98,810.15,395.21,15070.00
807.93,810.11,394.57,15112.00
807.88,810.07,393.93,15197.00
807.83,810.03,393.29,15174.00
807.78,809.98,392.66,15258.00
807.72,809.94,392.02,15314.00
807.67,809.90,391.38,15422.00
807.62,809.86,390.74,15430.00
807.57,809.82,390.10,15549.00
807.51,809.78,389.47,15459.00
807.46,809.73,388.83,15627.00
807.41,809.69,388.19,15667.00
807.36,809.65,387.55,15798.00
807.31,809.61,386.91,15886.00
807.25,809.57,386.27,16045.00
807.20,809.52,385.64,16094.00
807.15,809.48,385.00,16185.00
807.10,809.44,384.36,16364.00
807.05,809.40,383.72,16608.00
806.99,809.36,383.08,16728.00
806.94,809.31,382.44,16950.00
806.89,809.27,381.80,17228.00
806.84,809.23,381.16,17388.00
806.79,809.19,380.53,17761.00
806.73,809.15,379.89,17940.00
806.68,809.10,379.25,18350.00
806.63,809.06,378.61,18663.00
806.58,809.02,377.97,19031.00
806.53,808.98,377.33,19306.00
806.47,808.94,376.69,19716.00
806.42,808.89,376.05,20001.00
806.37,808.85,375.41,20506.00
806.32,808.81,374.77,20829.00
806.26,808.77,374.13,21010.00
806.21,808.73,373.49,21528.00
806.16,808.68,372.85,21954.00
806.11,808.64,372.21,22237.00
806.06,808.60,371.57,22627.00
806.00,808.56,370.93,22911.00
805.95,808.52,370.29,23139.00
805.90,808.47,369.65,23501.00
805.85,808.43,369.01,23823.00
805.80,808.39,368.37,24126.00
805.74,808.35,367.73,24417.00
805.69,808.31,367.09,24563.00
805.64,808.27,366.45,24964.00
805.59,808.22,365.81,25134.00
805.54,808.18,365.17,25436.00
805.48,808.14,364.53,25652.00
805.43,808.10,363.89,25913.00
805.38,808.06,363.25,26005.00
805.33,808.01,362.60,26067.00
805.27,807.97,361.96,26243.00
805.22,807.93,361.32,26401.00
805.17,807.89,360.68,26423.00
805.12,807.85,360.04,26539.00
805.07,807.80,359.40,26688.00
805.01,807.76,358.76,26832.00
804.96,807.72,358.12,26885.00
804.91,807.68,357.47,27010.00
804.86,807.64,356.83,27068.00
804.81,807.59,356.19,27272.00
804.75,807.55,355.55,27310.00
804.70,807.51,354.91,27419.00
804.65,807.47,354.27,27566.00
804.60,807.43,353.62,27560.00
804.55,807.38,352.98,27687.00
804.49,807.34,352.34,27803.00
804.44,807.30,351.70,27781.00
804.39,807.26,351.06,27874.00
804.34,807.22,350.41,27921.00
804.28,807.17,349.77,28016.00
804.23,807.13,349.13,28081.00
804.18,807.09,348.49,28128.00
804.13,807.05,347.85,28104.00
804.08,807.01,347.20,28184.00
804.02,806.96,346.56,28206.00
803.97,806.92,345.92,28354.00
803.92,806.88,345.27,28316.00
803.87,806.84,344.63,28357.00
803.82,806.80,343.99,28452.00
803.76,806.76,343.35,28540.00
803.71,806.71,342.70,28510.00
803.66,806.67,342.06,28705.00
803.61,806.63,341.42,28645.00
803.56,806.59,340.77,28831.00
803.50,806.55,340.13,28851.00
803.45,806.50,339.49,28954.00
803.40,806.46,338.84,28994.00
803.35,806.42,338.20,28945.00
803.30,806.38,337.56,29079.00
803.24,806.34,336.91,29122.00
803.19,806.29,336.27,29179.00
803.14,806.25,335.63,29163.00
803.09,806.21,334.98,29246.00
803.03,806.17,334.34,29462.00
802.98,806.13,333.69,29286.00
802.93,806.08,333.05,29461.00
802.88,806.04,332.41,29499.00
802.83,806.00,331.76,29622.00
802.77,805.96,331.12,29622.00
802.72,805.92,330.47,29663.00
802.67,805.87,329.83,29794.00
802.62,805.83,329.18,29739.00
802.57,805.79,328.54,29834.00
802.51,805.75,327.90,29809.00
802.46,805.71,327.25,29982.00
802.41,805.66,326.61,30088.00
802.36,805.62,325.96,30136.00
802.31,805.58,325.32,30123.00
802.25,805.54,324.67,30076.00
802.20,805.50,324.03,30268.00
802.15,805.45,323.38,30289.00
802.10,805.41,322.74,30285.00
802.04,805.37,322.09,30294.00
801.99,805.33,321.45,30315.00
801.94,805.29,320.80,30463.00
801.89,805.24,320.16,30543.00
801.84,805.20,319.51,30532.00
801.78,805.16,318.87,30604.00
801.73,805.12,318.22,30598.00
801.68,805.08,317.57,30669.00
801.63,805.04,316.93,30682.00
801.58,804.99,316.28,30760.00
801.52,804.95,315.64,30852.00
801.47,804.91,314.99,30766.00
801.42,804.87,314.34,30900.00
801.37,804.83,313.70,31056.00
801.32,804.78,313.05,31022.00
801.26,804.74,312.41,31021.00
801.21,804.70,311.76,31084.00
801.16,804.66,311.11,31204.00
801.11,804.62,310.47,31230.00
801.05,804.57,309.82,31064.00
801.00,804.53,309.17,31337.00
800.95,804.49,308.53,31250.00
800.90,804.45,307.88,31393.00
800.85,804.41,307.23,31408.00
800.79,804.36,306.59,31416.00
800.74,804.32,305.94,31445.00
800.69,804.28,305.29,31391.00
800.64,804.24,304.65,31555.00
800.59,804.20,304.00,31437.00
800.53,804.15,303.35,31640.00
800.48,804.11,302.71,31544.00
800.43,804.07,302.06,31661.00
800.38,804.03,301.41,31597.00
800.33,803.99,300.76,31718.00
800.27,803.94,300.12,31820.00
800.22,803.90,299.47,31783.00
800.17,803.86,298.82,31865.00
800.12,803.82,298.17,31863.00
800.07,803.78,297.53,31890.00
800.01,803.73,296.88,31972.00
799.96,803.69,296.23,31895.00
799.91,803.65,295.58,32031.00
799.86,803.61,294.94,32086.00
799.80,803.57,294.29,32121.00
799.75,803.53,293.64,32169.00
799.70,803.48,292.99,32231.00
799.65,803.44,292.34,32220.00
799.60,803.40,291.69,32281.00
799.54,803.36,291.05,32232.00
799.49,803.32,290.40,32460.00
799.44,803.27,289.75,32314.00
799.39,803.23,289.10,32378.00
799.34,803.19,288.45,32488.00
799.28,803.15,287.80,32563.00
799.23,803.11,287.15,32427.00
799.18,803.06,286.51,32584.00
799.13,803.02,285.86,32496.00
799.08,802.98,285.21,32565.00
799.02,802.94,284.56,32694.00
798.97,802.90,283.91,32663.00
798.92,802.85,283.26,32654.00
798.87,802.81,282.61,32697.00
798.81,802.77,281.96,32727.00
798.76,802.73,281.31,32862.00
798.71,802.69,280.66,32801.00
798.66,802.64,280.01,32851.00
798.61,802.60,279.36,32821.00
798.55,802.56,278.71,32868.00
798.50,802.52,278.06,32830.00
798.45,802.48,277.41,33015.00
798.40,802.43,276.76,32880.00
798.35,802.39,276.11,32980.00
798.29,802.35,275.46,32956.00
798.24,802.31,274.81,32967.00
798.19,802.27,274.16,33095.00
798.14,802.22,273.51,33060.00
798.09,802.18,272.86,33041.00
798.03,802.14,272.21,33186.00
797.98,802.10,271.56,33064.00
797.93,802.06,270.91,33162.00
797.88,802.02,270.26,33214.00
797.82,801.97,269.61,33202.00
797.77,801.93,268.96,33156.00
797.72,801.89,268.31,33134.00
797.67,801.85,267.66,33185.00
797.62,801.81,267.01,33231.00
797.56,801.76,266.36,33199.00
797.51,801.72,265.71,33219.00
797.46,801.68,265.06,33214.00
797.41,801.64,264.40,33239.00
797.36,801.60,263.75,33292.00
797.30,801.55,263.10,33281.00
797.25,801.51,262.45,33300.00
797.20,801.47,261.80,33377.00
797.15,801.43,261.15,33376.00
797.10,801.39,260.50,33343.00
797.04,801.34,259.84,33317.00
796.99,801.30,259.19,33330.00
796.94,801.26,258.54,33302.00
796.89,801.22,257.89,33403.00
796.84,801.18,257.24,33356.00
796.78,801.13,256.58,33419.00
796.73,801.09,255.93,33405.00
796.68,801.05,255.28,33339.00
796.63,801.01,254.63,33409.00
796.57,800.97,253.98,33429.00
796.52,800.92,253.32,33441.00
796.47,800.88,252.67,33474.00
796.42,800.84,252.02,33482.00
796.37,800.80,251.37,33480.00
796.31,800.76,250.71,33463.00
796.26,800.71,250.06,33497.00
796.21,800.67,249.41,33498.00
796.16,800.63,248.76,33498.00
796.11,800.59,248.10,33517.00
796.05,800.55,247.45,33471.00
796.00,800.50,246.80,33511.00
795.95,800.46,246.14,33497.00
795.90,800.42,245.49,33501.00
795.85,800.38,244.84,33481.00
795.79,800.34,244.18,33536.00
795.74,800.30,243.53,33536.00
795.69,800.25,242.88,33495.00
795.64,800.21,242.22,33547.00
795.58,800.17,241.57,33540.00
795.53,800.13,240.92,33521.00
795.48,800.09,240.26,33552.00
795.43,800.04,239.61,33550.00
795.38,800.00,238.96,33512.00
795.32,799.96,238.30,33534.00
795.27,799.92,237.65,33618.00
795.22,799.88,236.99,33612.00
795.17,799.83,236.34,33595.00
795.12,799.79,235.69,33587.00
795.06,799.75,235.03,33582.00
795.01,799.71,234.38,33571.00
794.96,799.67,233.72,33575.00
794.91,799.62,233.07,33566.00
794.86,799.58,232.41,33564.00
794.80,799.54,231.76,33563.00
794.75,799.50,231.10,33598.00
794.70,799.46,230.45,33588.00
794.65,799.41,229.79,33610.00
794.59,799.37,229.14,33615.00
794.54,799.33,228.48,33593.00
794.49,799.29,227.83,33606.00
794.44,799.25,227.17,33559.00
794.39,799.20,226.52,33600.00
794.33,799.16,225.86,33606.00
794.28,799.12,225.21,33602.00
794.23,799.08,224.55,33611.00
794.18,799.04,223.90,33596.00
794.13,798.99,223.24,33611.00
794.07,798.95,222.59,33634.00
794.02,798.91,221.93,33635.00
793.97,798.87,221.28,33626.00
793.92,798.83,220.62,33635.00
793.87,798.79,219.96,33643.00
793.81,798.74,219.31,33601.00
793.76,798.70,218.65,33606.00
793.71,798.66,218.00,33615.00
793.66,798.62,217.34,33639.00
793.61,798.58,216.68,33627.00
793.55,798.53,216.03,33616.00
793.50,798.49,215.37,33626.00
793.45,798.45,214.72,33652.00
793.40,798.41,214.06,33628.00
793.34,798.37,213.40,33624.00
793.29,798.32,212.75,33635.00
793.24,798.28,212.09,33630.00
793.19,798.24,211.43,33638.00
793.14,798.20,210.78,33626.00
793.08,798.16,210.12,33634.00
793.03,798.11,209.46,33642.00
792.98,798.07,208.80,33646.00
792.93,798.03,208.15,33646.00
792.88,797.99,207.49,33647.00
792.82,797.95,206.83,33654.00
792.77,797.90,206.18,33650.00
792.72,797.86,205.52,33652.00
792.67,797.82,204.86,33631.00
792.62,797.78,204.20,33652.00
792.56,797.74,203.55,33657.00
792.51,797.69,202.89,33650.00
792.46,797.65,202.23,33646.00
792.41,797.61,201.57,33657.00
792.35,797.57,200.92,33647.00
792.30,797.53,200.26,33654.00
792.25,797.48,199.60,33647.00
792.20,797.44,198.94,33650.00
792.15,797.40,198.28,33654.00
792.09,797.36,197.63,33656.00
792.04,797.32,196.97,33652.00
791.99,797.27,196.31,33659.00
791.94,797.23,195.65,33655.00
791.89,797.19,194.99,33660.00
791.83,797.15,194.33,33647.00
791.78,797.11,193.67,33655.00
791.73,797.07,193.02,33660.00
791.68,797.02,192.36,33652.00
791.63,796.98,191.70,33655.00
791.57,796.94,191.04,33655.00
791.52,796.90,190.38,33659.00
791.47,796.86,189.72,33658.00
791.42,796.81,189.06,33660.00
791.36,796.77,188.40,33658.00
791.31,796.73,187.74,33656.00
791.26,796.69,187.09,33660.00
791.21,796.65,186.43,33660.00
791.16,796.60,185.77,33659.00
791.10,796.56,185.11,33660.00
791.05,796.52,184.45,33659.00
791.00,796.48,183.79,33659.00
790.95,796.44,183.13,33654.00
790.90,796.39,182.47,33658.00
790.84,796.35,181.81,33660.00
790.79,796.31,181.15,33660.00
790.74,796.27,180.49,33656.00
790.69,796.23,179.83,33642.00
790.64,796.18,179.17,33659.00
790.58,796.14,178.51,33656.00
790.53,796.10,177.85,33659.00
790.48,796.06,177.19,33660.00
790.43,796.02,176.53,33660.00
790.38,795.97,175.87,33660.00
790.32,795.93,175.21,33660.00
790.27,795.89,174.55,33660.00
790.22,795.85,173.89,33658.00
790.17,795.81,173.22,33660.00
790.11,795.76,172.56,33660.00
790.06,795.72,171.90,33658.00
790.01,795.68,171.24,33660.00
789.96,795.64,170.58,33660.00
789.91,795.60,169.92,33660.00
789.85,795.56,169.26,33660.00
789.80,795.51,168.60,33660.00
789.75,795.47,167.94,33660.00
789.70,795.43,167.27,33656.00
789.65,795.39,166.61,33660.00
789.59,795.35,165.95,33660.00
789.54,795.30,165.29,33660.00
789.49,795.26,164.63,33660.00
789.44,795.22,163.97,33660.00
789.39,795.18,163.30,33653.00
789.33,795.14,162.64,33660.00
789.28,795.09,161.98,33660.00
789.23,795.05,161.32,33659.00
789.18,795.01,160.66,33660.00
789.12,794.97,160.00,33660.00
789.07,794.93,159.33,33657.00
789.02,794.88,158.67,33656.00
788.97,794.84,158.01,33660.00
788.92,794.80,157.35,33660.00
788.86,794.76,156.68,33655.00
788.81,794.72,156.02,33659.00
788.76,794.67,155.36,33660.00
788.71,794.63,154.70,33641.00
788.66,794.59,154.03,33646.00
788.60,794.55,153.37,33631.00
788.55,794.51,152.71,33623.00
788.50,794.46,152.04,33589.00
788.45,794.42,151.38,33588.00
788.40,794.38,150.72,33534.00
788.34,794.34,150.05,33487.00
788.29,794.30,149.39,33380.00
788.24,794.25,148.73,33206.00
788.19,794.21,148.06,33136.00
788.13,794.17,147.40,33036.00
788.08,794.13,146.74,32920.00
788.03,794.09,146.07,32767.00
787.98,794.05,145.41,32521.00
787.93,794.00,144.75,32359.00
787.87,793.96,144.08,32127.00
787.82,793.92,143.42,31900.00
787.77,793.88,142.75,31671.00
787.72,793.84,142.09,31498.00
787.67,793.79,141.43,31133.00
787.61,793.75,140.76,30954.00
787.56,793.71,140.10,30682.00
787.51,793.67,139.43,30416.00
787.46,793.63,138.77,30110.00
787.41,793.58,138.11,29954.00
787.35,793.54,137.44,29713.00
787.30,793.50,136.78,29416.00
787.25,793.46,136.11,29203.00
787.20,793.42,135.45,28944.00
787.15,793.37,134.78,28715.00
787.09,793.33,134.12,28587.00
787.04,793.29,133.45,28329.00
786.99,793.25,132.79,28210.00
786.94,793.21,132.12,28001.00
786.88,793.16,131.46,27820.00
786.83,793.12,130.79,27692.00
786.78,793.08,130.13,27544.00
786.73,793.04,129.46,27367.00
786.68,793.00,128.80,27366.00
786.62,792.95,128.13,27142.00
786.57,792.91,127.46,27120.00
786.52,792.87,126.80,27019.00
786.47,792.83,126.13,26966.00
786.42,792.79,125.47,26998.00
786.36,792.74,124.80,26894.00
786.31,792.70,124.14,26784.00
786.26,792.66,123.47,26814.00
786.21,792.62,122.80,26705.00
786.16,792.58,122.14,26779.00
786.10,792.53,121.47,26652.00
786.05,792.49,120.81,26725.00
786.00,792.45,120.14,26726.00
785.95,792.41,119.47,26725.00
785.89,792.37,118.81,26607.00
785.84,792.33,118.14,26670.00
785.79,792.28,117.47,26824.00
785.74,792.24,116.81,26856.00
785.69,792.20,116.14,26874.00
785.63,792.16,115.47,26824.00
785.58,792.12,114.81,26915.00
785.53,792.07,114.14,26969.00
785.48,792.03,113.47,26973.00
785.43,791.99,112.80,26954.00
785.37,791.95,112.14,27046.00
785.32,791.91,111.47,27217.00
785.27,791.86,110.80,27121.00
785.22,791.82,110.13,27256.00
785.17,791.78,109.47,27520.00
785.11,791.74,108.80,27505.00
785.06,791.70,108.13,27576.00
785.01,791.65,107.46,27624.00
784.96,791.61,106.80,27789.00
784.90,791.57,106.13,27860.00
784.85,791.53,105.46,27949.00
784.80,791.49,104.79,28065.00
784.75,791.44,104.13,28066.00
784.70,791.40,103.46,28276.00
784.64,791.36,102.79,28309.00
784.59,791.32,102.12,28404.00
784.54,791.28,101.45,28356.00
784.49,791.23,100.78,28603.00
784.44,791.19,100.12,28678.00
784.38,791.15,99.45,28860.00
784.33,791.11,98.78,28808.00
784.28,791.07,98.11,28851.00
